StockCode,InvoiceNo
"22551",558868
"22551",547063
"22551",538093
"22551",554964
"22551",538057
"22551",553006
"22551",568894
"22551",546133
"22551",559341
"22551",552883
"22551",575976
"22551",564372
"22551",544942
"22551",543098
"22551",537608
"22551",542265
"22551",556106
"22551",549239
"22551",578757
"22551",554105
"22551",580727
"22551",537405
"22551",551529
"22551",578262
"22551",545188
"22551",561701
"22551",570488
"22551",540522
"22551",548984
"22551",538849
"22551",541120
"22551",557276
"22551",574097
"22551",573151
"22551",566281
"22551",578814
"22551",578814
"22551",562680
"22551",570116
"22551",547651
"22551",571212
"22551",577106
"22551",580103
"22551",558571
"22551",580162
"22551",566913
"22551",556497
"22551",536618
"22551",538868
"22551",578469
"22551",542713
"22551",578333
"22551",576834
"22551",569653
"22551",541518
"22551",553937
"22551",546530
"22551",574866
"22551",579531
"22551",552371
"22551",571441
"22551",545105
"22551",581013
"22551",536551
"22551",561113
"22551",544460
"22551",581146
"22551",581146
"22551",575845
"22551",552013
"22551",560571
"22551",558687
"22551",577157
"22551",574898
"22551",577741
"22551",558700
"22551",578297
"22551",565122
"22551",548511
"22551",577834
"22551",566290
"22551",568994
"22551",536551
"22551",579870
"22551",580048
"22551",560863
"22551",554098
"22551",572035
"22551",541854
"22551",579116
"22551",567475
"22551",544817
"22551",540523
"22551",580513
"22551",576779
"22551",576860
"22551",570964
"22551",537465
"22551",573500
"22551",574056
"22551",577485
"22551",537489
"22551",558700
"22551",541206
"22551",548952
"22551",580632
"22551",563076
"22551",547036
"22551",576880
"22551",536532
"22551",580665
"22551",579196
"22551",571667
"22551",564139
"22551",545188
"22551",544115
"22551",570442
"22551",562789
"22551",547651
"22551",557956
"22551",538180
"22551",569491
"22551",537868
"22551",554979
"22551",536561
"22551",547891
"22551",569893
"22551",567339
"22551",571712
"22551",559441
"22551",544203
"22551",576339
"22551",565442
"22551",567818
"22551",552824
"22551",579846
"22551",559295
"22551",578140
"22551",541220
"22551",573876
"22551",543625
"22551",551721
"22551",580188
"22551",565931
"22551",538163
"22551",541570
"22551",548708
"22551",568060
"22551",559128
"22551",538171
"22551",540239
"22551",567890
"22551",546107
"22551",561112
"22551",557129
"22551",558876
"22551",560997
"22551",551517
"22551",581412
"22551",550579
"22551",542922
"22551",551963
"22551",558262
"22551",552315
"22551",577141
"22551",580160
"22551",569469
"22551",567280
"22551",564359
"22551",575842
"22551",561894
"22551",564479
"22553",547651
"22553",536532
"22553",564079
"22553",561113
"22553",538171
"22553",557598
"22553",576860
"22553",570818
"22553",581412
"22553",580501
"22553",550035
"22553",556671
"22553",576190
"22553",559401
"22553",570818
"22553",563543
"22553",569630
"22553",547651
"22553",541854
"22553",574882
"22553",546486
"22553",569694
"22553",555545
"22553",558700
"22553",553411
"22553",555650
"22553",570116
"22553",574062
"22553",577690
"22553",548337
"22553",550130
"22553",571667
"22553",541848
"22553",578757
"22553",575515
"22553",563216
"22553",581146
"22553",571212
"22553",548258
"22553",575583
"22553",574866
"22553",580162
"22553",544942
"22553",564976
"22553",538799
"22553",552039
"22553",580399
"22553",564733
"22553",545721
"22553",553556
"22553",542709
"22553",568909
"22553",553006
"22553",541570
"22553",546366
"22553",560368
"22553",580049
"22553",554079
"22553",551558
"22553",566913
"22553",537868
"22553",576249
"22553",569555
"22553",563738
"22553",571712
"22553",559134
"22553",537624
"22553",577303
"22553",536557
"22553",578140
"22553",580903
"22553",580911
"22553",538263
"22553",554112
"22553",569140
"22553",562932
"22553",561894
"22553",578262
"22553",562604
"22553",558540
"22553",571214
"22553",566290
"22553",574898
"22553",567280
"22553",537155
"22553",548708
"22553",564650
"22553",580160
"22553",546003
"22553",577106
"22553",560545
"22553",574738
"22553",562680
"22553",546429
"22553",552883
"22553",548984
"22553",581400
"22553",560368
"22553",540372
"22553",568060
"22553",541138
"22553",537034
"22553",558876
"22553",576665
"22553",555810
"22553",560714
"22553",560025
"22553",545698
"22553",565682
"22553",562568
"22553",562839
"22553",564139
"22553",575637
"22553",568325
"22553",573151
"22553",544479
"22553",557129
"22553",576880
"22553",563926
"22553",544749
"22553",564062
"22553",560504
"22553",544115
"22553",563354
"22553",538894
"22553",575583
"22553",560118
"22553",546107
"22553",552108
"22553",569893
"22553",567378
"22553",552244
"22553",537871
"22553",552243
"22553",579516
"22553",540523
"22553",558700
"22553",579345
"22553",580513
"22553",542791
"22553",573903
"22554",569840
"22554",580501
"22554",548745
"22554",569234
"22554",544460
"22554",578852
"22554",581146
"22554",556671
"22554",574738
"22554",567153
"22554",577303
"22554",571212
"22554",581146
"22554",574882
"22554",552013
"22554",566694
"22554",577741
"22554",568894
"22554",561877
"22554",544945
"22554",581179
"22554",550130
"22554",545022
"22554",554648
"22554",554105
"22554",580697
"22554",566290
"22554",559128
"22554",537608
"22554",538093
"22554",580632
"22554",545692
"22554",567656
"22554",579870
"22554",573748
"22554",541844
"22554",542709
"22554",576245
"22554",568909
"22554",539754
"22554",547651
"22554",580727
"22554",545154
"22554",580103
"22554",546366
"22554",547651
"22554",576249
"22554",571214
"22554",572035
"22554",578757
"22554",561894
"22554",574025
"22554",538174
"22554",540523
"22554",564360
"22554",538180
"22554",574252
"22554",580513
"22554",580735
"22554",547871
"22554",567533
"22554",541570
"22554",554555
"22554",571712
"22554",574898
"22554",577613
"22554",577834
"22554",560244
"22554",546107
"22554",577773
"22554",547063
"22554",537212
"22554",539466
"22554",553686
"22554",540239
"22554",554160
"22554",567890
"22554",551507
"22554",563354
"22554",552239
"22554",552365
"22554",544749
"22554",576094
"22554",551524
"22554",558876
"22554",581000
"22554",564139
"22554",548407
"22554",542922
"22554",557276
"22554",542216
"22554",581412
"22554",555553
"22554",573891
"22554",546530
"22554",566016
"22554",557956
"22554",552315
"22554",580162
"22554",553006
"22554",551517
"22554",562839
"22554",565442
"22554",580160
"22554",569469
"22554",558262
"22554",575753
"22554",567280
"22554",580963
"22554",574737
"22554",559341
"22554",573876
"22554",536532
"22554",578147
"22554",550819
"22554",572617
"22554",570841
"22554",559145
"22554",537608
"22554",560732
"22554",569653
"22554",560997
"22554",580136
"22554",579393
"22554",564479
"22554",554079
"22554",562035
"22554",560368
"22554",558707
"22554",580301
"22554",552824
"22554",557263
"22554",581473
"22554",541711
"22554",541239
"22554",551529
"22554",552039
"22554",564733
"22554",559295
"22554",573500
"22554",554157
"22554",564976
"22554",572475
"22554",578140
"22554",544942
"22554",578262
"22554",537140
"22554",544203
"22554",566281
"22554",569640
"22554",573093
"22554",577485
"22554",560025
"22554",560714
"22554",537818
"22554",574056
"22554",547209
"22554",563926
"22554",545105
"22554",575845
"22554",558687
"22554",568994
"22554",541854
"22554",558700
"22554",571667
"22554",553044
"22554",553860
"22554",563037
"22554",559441
"22554",537624
"22554",545188
"22554",543625
"22554",559298
"22554",565245
"22554",546373
"22554",551842
"22554",549185
"22554",560254
"22554",548011
"22554",575985
"22554",548984
"22554",541206
"22554",555545
"22554",541138
"22554",539395
"22554",541518
"22554",564301
"22554",569491
"22554",554839
"22554",576880
"22554",574866
"22554",561113
"22554",571828
"22554",565800
"22554",537868
"22554",575647
"22554",571434
"22554",573151
"22555",542265
"22555",576860
"22555",537868
"22555",552239
"22555",567153
"22555",548708
"22555",574882
"22555",576857
"22555",551529
"22555",548984
"22555",576779
"22555",536532
"22555",548011
"22555",573748
"22555",559128
"22555",553006
"22555",554105
"22555",554080
"22555",537608
"22555",537648
"22555",556106
"22555",545692
"22555",575647
"22555",537489
"22555",580049
"22555",574069
"22555",566913
"22555",570442
"22555",553937
"22555",538180
"22555",544075
"22555",543354
"22555",571828
"22555",576657
"22555",554098
"22555",568654
"22555",552304
"22555",563076
"22555",547063
"22555",578757
"22555",553156
"22555",575508
"22555",562105
"22555",536618
"22555",576779
"22555",573151
"22555",581453
"22555",554964
"22555",556927
"22555",547036
"22555",542216
"22555",538849
"22555",559535
"22555",564301
"22555",547651
"22555",564139
"22555",537405
"22555",558262
"22555",558700
"22555",578757
"22555",581412
"22555",580727
"22555",573500
"22555",575753
"22555",567339
"22555",575067
"22555",547651
"22555",538171
"22555",577773
"22555",575637
"22555",562727
"22555",567890
"22555",553686
"22555",566281
"22555",548258
"22555",557129
"22555",581146
"22555",536551
"22555",569457
"22555",567183
"22555",538174
"22555",577141
"22555",577095
"22555",538868
"22555",575837
"22555",571712
"22555",577485
"22555",575976
"22555",551517
"22555",567639
"22555",559341
"22555",552315
"22555",571212
"22555",580160
"22555",568060
"22555",542353
"22555",565245
"22555",569469
"22555",574737
"22555",563037
"22555",580162
"22555",544352
"22555",575842
"22555",560239
"22555",564373
"22555",559134
"22555",569555
"22555",553658
"22555",554827
"22555",569653
"22555",580295
"22555",563924
"22555",541844
"22555",548952
"22555",557276
"22555",554079
"22555",539731
"22555",578510
"22555",539395
"22555",560368
"22555",580301
"22555",580753
"22555",576094
"22555",546003
"22555",540455
"22555",546212
"22555",579605
"22555",579605
"22555",579434
"22555",560254
"22556",561113
"22556",568994
"22556",544817
"22556",560732
"22556",538180
"22556",545634
"22556",543625
"22556",545188
"22556",580727
"22556",575647
"22556",559341
"22556",541518
"22556",557328
"22556",558687
"22556",575845
"22556",568654
"22556",569640
"22556",577601
"22556",538171
"22556",564743
"22556",556106
"22556",569840
"22556",571712
"22556",546107
"22556",548258
"22556",558262
"22556",576860
"22556",541120
"22556",554648
"22556",577773
"22556",540239
"22556",553411
"22556",552250
"22556",538093
"22556",581412
"22556",581146
"22556",552365
"22556",545105
"22556",563926
"22556",562789
"22556",562680
"22556",564372
"22556",565967
"22556",566016
"22556",545692
"22556",537818
"22556",560394
"22556",557136
"22556",574514
"22556",561112
"22556",559811
"22556",549118
"22556",558571
"22556",558876
"22556",552239
"22556",567183
"22556",542922
"22556",554098
"22556",571828
"22556",567924
"22556",573152
"22556",567339
"22556",575647
"22556",580735
"22556",553937
"22556",536618
"22556",573891
"22556",544056
"22556",561894
"22556",554160
"22556",558813
"22556",563538
"22556",538868
"22556",545698
"22556",578034
"22556",566290
"22556",576657
"22556",576094
"22556",552315
"22556",559441
"22556",577303
"22556",561870
"22556",537405
"22556",542729
"22556",539395
"22556",559298
"22556",537871
"22556",557276
"22556",580160
"22556",547063
"22556",553044
"22556",576779
"22556",554964
"22556",569469
"22556",565800
"22556",567795
"22556",564436
"22556",567280
"22556",569491
"22556",579345
"22556",571214
"22556",569246
"22556",580963
"22556",578147
"22556",537312
"22556",547651
"22556",556576
"22556",580295
"22556",564139
"22556",555553
"22556",551529
"22556",548984
"22556",562839
"22556",564079
"22556",546983
"22556",578140
"22556",547036
"22556",560894
"22556",551721
"22556",576339
"22556",573876
"22556",573500
"22556",539593
"22556",558752
"22556",558613
"22556",553006
"22556",563551
"22556",564479
"22556",547651
"22556",542265
"22556",537489
"22556",548511
"22556",544942
"22556",564565
"22556",536532
"22556",580611
"22556",554134
"22556",538174
"22556",541138
"22556",565779
"22556",569491
"22556",578510
"22556",547871
"22556",537868
"22556",540455
"22556",581412
"22556",577095
"22556",573151
"22556",560368
"22556",554079
"22556",575607
"22556",569568
"22556",580753
"22556",546373
"22556",570442
"22556",558700
"22556",581179
"22556",548011
"22556",548952
"22556",558888
"22556",572035
"22556",577485
"22556",546917
"22556",553556
"22556",569653
"22556",567475
"22556",578757
"22556",538849
"22556",564733
"22556",581453
"22556",575753
"22557",574738
"22557",581146
"22557",540372
"22557",573152
"22557",560118
"22557",556497
"22557",538849
"22557",574069
"22557",566290
"22557",541844
"22557",560451
"22557",580048
"22557",577690
"22557",567475
"22557",566290
"22557",580513
"22557",568654
"22557",573576
"22557",573500
"22557",580162
"22557",564976
"22557",541206
"22557",575583
"22557",561877
"22557",580632
"22557",552304
"22557",537868
"22557",551517
"22557",541848
"22557",566694
"22557",575583
"22557",551721
"22557",553156
"22557",561877
"22557",545022
"22557",579196
"22557",580160
"22557",567656
"22557",565800
"22557",580727
"22557",578757
"22557",569246
"22557",559367
"22557",536532
"22557",572475
"22557",580963
"22557",572552
"22557",578270
"22557",536946
"22557",569469
"22557",572035
"22557",566913
"22557",544480
"22557",552883
"22557",571212
"22557",539484
"22557",578140
"22557",569630
"22557",559295
"22557",574737
"22557",541220
"22557",566016
"22557",550819
"22557",573876
"22557",554080
"22557",551524
"22557",575842
"22557",576094
"22557",575753
"22557",563216
"22557",553006
"22557",573152
"22557",550829
"22557",568060
"22557",580501
"22557",574882
"22557",564372
"22557",554105
"22557",568346
"22557",571441
"22557",574898
"22557",572617
"22557",580500
"22557",537212
"22557",559341
"22557",559134
"22557",544115
"22557",576339
"22557",564079
"22557",579345
"22557",576857
"22557",567890
"22557",558707
"22557",569234
"22557",575637
"22557",545154
"22557",548407
"22557",538171
"22557",564565
"22557",564733
"22557",552039
"22557",558705
"22557",563924
"22557",558702
"22557",558702
"22557",580750
"22557",560239
"22557",551507
"22557",562932
"22557",567280
"22557",549953
"22557",562789
"22557",569457
"22557",548984
"22557",537818
"22557",558700
"22557",570964
"22557",555810
"22557",551842
"22557",560254
"22557",554079
"22557",548011
"22557",561894
"22557",579605
"22557",541711
"22557",549185
"22557",560368
"22557",553556
"22557",572294
"22557",567165
"22557",574866
"22557",562680
"22557",575753
"22557",568325
"22557",543354
"22557",541239
"22557",536551
"22558",578757
"22558",549542
"22558",554598
"22558",562256
"22558",581003
"22558",577742
"22558",560925
"22558",551171
"22558",576339
"22558",547921
"22558",546540
"22558",565857
"22558",579069
"22558",569893
"22558",547370
"22558",546526
"22558",537394
"22558",540566
"22558",573579
"22558",551717
"22558",562347
"22558",538354
"22558",557217
"22558",573374
"22558",547197
"22558",565475
"22558",554009
"22558",559925
"22558",541485
"22558",541972
"22558",561894
"22558",544450
"22558",538593
"22558",575330
"22558",567126
"22558",541509
"22558",546871
"22558",572304
"22558",551721
"22558",581196
"22558",538917
"22558",544037
"22558",546542
"22558",560892
"22558",551976
"22558",566171
"22558",563931
"22558",558696
"22558",564034
"22558",571441
"22558",577438
"22558",572069
"22558",567533
